season,episode,title,date,genre,director,writers,stars,content
11,1,The Proposal Proposal,"Mon, Sep 25, 2017","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","Stephen Hawking's last guest role, almost half a year before his death on March 14, 2018."
11,2,The Retraction Reaction,"Mon, Oct 2, 2017","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, David Goetsch","Johnny Galecki, Jim Parsons, Kaley Cuoco","Richard Feynman is really interred in Altadena, CA. He is buried at Mountain View Cemetery and Mausoleum, Founders Lawn, Lot 4390, Grave 11, Curb No. 1617."
11,3,The Relaxation Integration,"Mon, Oct 9, 2017","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Maria Ferrari","Johnny Galecki, Jim Parsons, Kaley Cuoco","Sheldon sits on the side of couch but not on his usual spot, even though it is vacant, showing how his laid-back persona is unconsciously forcing itself out."
11,4,The Explosion Implosion,"Mon, Oct 16, 2017","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steven Molaro","Johnny Galecki, Jim Parsons, Kaley Cuoco","This is the first time Sheldon is seen driving with an actual driver's license. He obtained a learner's permit in The Euclid Alternative (2008) and drove Penny to the hospital for an emergency in The Adhesive Duck Deficiency (2009), but always claimed that he never got a real driver's license. That is, until The Space Probe Disintegration (2015) where he admitted to Leonard that he had obtained a permit after Amy gave him lessons, but kept this quiet (even from Amy) since he prefers to be driven around. In The Allowance Evaporation (2017), he also had to confess it to Amy. That makes Howard the third person to know about Sheldon's license."
11,5,The Collaboration Contamination,"Mon, Oct 23, 2017","Comedy, Romance",Nikki Lorre,"Chuck Lorre, Bill Prady, David Goetsch","Johnny Galecki, Jim Parsons, Kaley Cuoco","Amy and Howard seem to have a preference for singers called ""Neil"". In The Scavenger Vortex (2013), they discovered their shared love for Neil Diamond, and here, they enjoy listening to Neil Sedaka."
11,6,The Proton Regeneration,"Thu, Nov 2, 2017","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","Behind Wil Wheaton, a model of a Star Wars speeder bike with scout trooper figure is visible. This reflects Wheaton's enthusiasm for the Star Wars franchise, which predates his role on Star Trek, and counters his taunt of the Star Wars moviegoers in The Opening Night Excitation (2015)."
11,7,The Geology Methodology,"Thu, Nov 9, 2017","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Eric Kaplan","Johnny Galecki, Jim Parsons, Kaley Cuoco","The cricketers Raj mentions at the bar, Ravichandran Ashwin, Hardik Pandya and Virat Kohli, are all real professional Indian cricket players."
11,8,The Tesla Recoil,"Thu, Nov 16, 2017","Comedy, Romance",Anthony Rich,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","Raj claims that Thomas Edison electrocuted the elephant Topsy. Topsy was killed in 1903 and her electrocution was filmed by the Edison film company (see Electrocuting an Elephant (1903)), but contrary to popular belief, she was not electrocuted because Edison wanted to demonstrate the dangers of alternating current (the ""war of the currents"" has been settled in the 1890s) but because her owners wanted to get rid of her, as she had a reputation for being difficult and had killed a man. Thomas Edison does not seem to have even been present on Coney Island, where the electrocution took place, that day."
11,9,The Bitcoin Entanglement,"Thu, Nov 30, 2017","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, David Goetsch","Johnny Galecki, Jim Parsons, Kaley Cuoco","In The Relaxation Integration (2017), Amy voiced her desire to have her wedding ""on a cliff overlooking the ocean at sunset""; Sheldon agreed but then implied that he hates outdoor weddings and would throw himself off the cliff. In this episode, Sheldon has indeed shot down the idea of a cliff on a beach for being ""too outsidey""."
11,10,The Confidence Erosion,"Thu, Dec 7, 2017","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","Sheldon for the second time gets upset that butterflies might be released at a wedding and he calls them ""airborne worms"". Penny mentioned it when she and Leonard were planning their wedding in The Commitment Determination (2015)."
11,11,The Celebration Reverberation,"Thu, Dec 14, 2017","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, David Goetsch","Johnny Galecki, Jim Parsons, Kaley Cuoco","Melissa Rauch gave birth to her daughter Sadie on December 4, 2017, two weeks after this episode was filmed while production was on hiatus. Her lack of screen time in this episode was to give her some final rest for her real-life delivery. She came back after the winter break."
11,12,The Matrimonial Metric,"Thu, Jan 4, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","This episode was taped on December 5, 2017, one day after Melissa Rauch had given birth to her daughter Sadie, which explains why she has only one scene where she is in bed."
11,13,The Solo Oscillation,"Thu, Jan 11, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Eric Kaplan","Johnny Galecki, Jim Parsons, Kaley Cuoco","When Howard and Raj are rehearsing their music in Howard's living room, on the bookcase behind them are the Howard and Bernadette dolls that Howard made in The Cooper/Kripke Inversion (2013)."
11,14,The Separation Triangulation,"Thu, Jan 18, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steven Molaro","Johnny Galecki, Jim Parsons, Kaley Cuoco","There actually are TWO Arby's in Okinawa, one in Kadena air base, one in Camp Foster (both for service members only)."
11,15,The Novelization Correlation,"Thu, Feb 1, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Eric Kaplan","Johnny Galecki, Jim Parsons, Kaley Cuoco",Wil Wheaton's address numbers shown on his house when Howard and Sheldon go to see him is 1701 which is the number of the Enterprise on 스타 트렉: 넥스트 제너레이션 (1987).
11,16,The Neonatal Nomenclature,"Thu, Mar 1, 2018","Comedy, Romance",Gay Linvill,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","The Campaign for North Africa, which Sheldon brings over to try to play with Bernadette, is a real-life game that was released in 1978; it is considered one of the most difficult and longest games ever to be played. It's also considered a collector's item and a cult favorite to hardcore gamers. It is famous for the ""Pasta rule"", which requires for the Italians to consume more water for boiling their pasta."
11,17,The Athenaeum Allocation,"Thu, Mar 8, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, David Goetsch","Johnny Galecki, Jim Parsons, Kaley Cuoco","Sheldon says that he and Leonard have a combined IQ of 360, which is a call-back to Pilot (2007) when they were having problems getting into Kurt's (Penny's ex-boyfriend) apartment building."
11,18,The Gates Excitation,"Thu, Mar 29, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","Chuck Lorre's Vanity Card at the end of the credits commemorates the passing of frequent guest character Stephen Hawking, who had died two weeks before this episode was aired in the USA."
11,19,The Tenant Disassociation,"Thu, Apr 5, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, David Goetsch","Johnny Galecki, Jim Parsons, Kaley Cuoco",This is the show's 250th episode.
11,20,The Reclusive Potential,"Thu, Apr 12, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","Dr. Wolcott asks Sheldon is he is familiar with non-abelian group theory. In The Higgs Boson Observation (2012), Penny found a paper written by a five-year-old Sheldon dealing with abelian groups."
11,21,The Comet Polarization,"Thu, Apr 19, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Maria Ferrari","Johnny Galecki, Jim Parsons, Kaley Cuoco",First appearance of Lauren Lapkus as Denise.
11,22,The Monetary Insufficiency,"Thu, Apr 26, 2018","Comedy, Romance",Nikki Lorre,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","In The Focus Attenuation (2014), Amy went to Las Vegas, making Sheldon the last member of the gang to have never been there. In this episode, he finally makes it there."
11,23,The Sibling Realignment,"Thu, May 3, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, David Goetsch","Johnny Galecki, Jim Parsons, Kaley Cuoco","Jerry O'Connell who plays Georgie Cooper is supposed to be Sheldon's older brother by several years. In real life, O'Connell is actually about 1 year younger than Jim Parsons who plays Sheldon."
11,24,The Bow Tie Asymmetry,"Thu, May 10, 2018",No genre,Mark Cendrowski,"Chuck Lorre, Bill Prady, David Goetsch","Johnny Galecki, Jim Parsons, Kaley Cuoco","According to the producers, the role of Amy's father Larry was not written with the plan or idea of Teller playing the part. It was only upon the script's being finalized when the producers realized that Teller would be the perfect person for the part."
12,1,The Conjugal Configuration,"Mon, Sep 24, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","Raj gets in a Twitter war with Neil deGrasse Tyson, who calls Raj a ""random nobody"", and later tells him not to mess with him, since he's the one who kicked Pluto out of the solar system. Tyson apparently doesn't remember Raj, who introduced him to Sheldon in the season 4 episode The Apology Insufficiency (2010). Also, in that episode, Tyson told Sheldon that he actually wasn't the one who demoted Pluto, but that it was due to a vote by the International Astronomical Unit (however, Tyson had already supported the notion for years, and later apologized to Sheldon anyway)."
12,2,The Wedding Gift Wormhole,"Thu, Sep 27, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, David Goetsch","Johnny Galecki, Jim Parsons, Kaley Cuoco",Sheldon and Amy return to the coffee shop where they first met in The Lunar Excitation (2010).
12,3,The Procreation Calculation,"Thu, Oct 4, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco",The Batmobile that Leonard gets to drive is a replica that was built for the TV movie Return to the Batcave: The Misadventures of Adam and Burt (2003).
12,4,The Tam Turbulence,"Thu, Oct 11, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, David Goetsch","Johnny Galecki, Jim Parsons, Kaley Cuoco",Amy and Sheldon's Relationship Agreement has apparently been upgraded into a Marriage Contract.
12,5,The Planetarium Collision,"Thu, Oct 18, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","Final appearance of Bob Newhart as Arthur Jeffries/Professor Proton. In his previous episode The Proton Regeneration (2017), Newhart also appeared in Sheldon's dream on Dagobah, expressing his wish to meet in a deli while eating a pastrami sandwich. His wish has been granted here."
12,6,The Imitation Perturbation,"Thu, Oct 25, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Eric Kaplan","Johnny Galecki, Jim Parsons, Kaley Cuoco","Leonard and Penny's first kiss happened in The Middle Earth Paradigm (2007), indeed during their first Halloween together. Most of what she says occurred in that episode, except for her vomiting in a pumpkin, which must have happened off screen."
12,7,The Grant Allocation Derivation,"Thu, Nov 1, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","Penny says that Leonard thinks she has seen all the Star Wars movies, even though she only saw ""the one with the gold robot"". Bernadette then responds that could be any of them. They are referring to the android, C-3PO, who was indeed in all main Star Wars movies, but he didn't always have gold plating. In Star Wars: Episode I - The Phantom Menace (1999), he had no plating at all and in Star Wars: Episode II - Attack of the Clones (2002), he had silver plating."
12,8,The Consummation Deviation,"Thu, Nov 8, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Eric Kaplan","Johnny Galecki, Jim Parsons, Kaley Cuoco","Amy's dad Larry is in awe of Howard's magic tricks, which he can't do himself. Larry is played by famous magician Teller from the duo Penn and Teller."
12,9,The Citation Negation,"Thu, Nov 15, 2018","Comedy, Romance",Kristy Cecil,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","Howard's screen name on the video game he was playing is ""Fr00tL00ps511"", alluding to the unfortunate nickname he was given when he was in space."
12,10,The VCR Illumination,"Thu, Dec 6, 2018","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Maria Ferrari","Johnny Galecki, Jim Parsons, Kaley Cuoco","Second time Lance Barber has been on the show. The first time he played one of Leonard's old bullies in The Speckerman Recurrence (2011), and this time he plays Sheldon's dad, George Cooper Sr., whom he also plays in Young Sheldon (2017)."
12,11,The Paintball Scattering,"Thu, Jan 3, 2019","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","The first review of Sheldon and Amy's paper that Amy read was from ""Dr. Saltzberg at UCLA."" Dr. David Saltsberg is the real life physicist that ensures the science, and science jokes, on the show are accurate. He often hides answers to his students' quizzes and tests around the set of the show."
12,12,The Propagation Proposition,"Thu, Jan 10, 2019","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Maria Ferrari","Johnny Galecki, Jim Parsons, Kaley Cuoco",Brian George's final appearance as Dr. V.M. Koothrappali .
12,13,The Confirmation Polarization,"Thu, Jan 17, 2019","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","The story line of Drs. Campbell and Pemberton confirming Amy and Sheldon's theory is similar to one in history mentioned by Leonard:When trying to gather evidence of the Big Bang, Robert H. Dicke, Jim Peebles, and David Wilkinson, who were astrophysicists at Princeton University, were preparing to search for microwave radiation. Dicke and his colleagues reasoned that the Big Bang must have scattered not only the matter that condensed into galaxies but also must have released a tremendous blast of radiation. With the proper instrumentation, this radiation should be detectable.At the same time, Arno Penzias and Robert Wilson, working at Bell Labs in Holmdel, New Jersey, in 1964, were experimenting with a super sensitive, 6 meter (20 ft) horn antenna originally built to detect radio waves bounced off Echo balloon satellites. To measure these faint radio waves, they had to eliminate all recognizable interference from their receiver. When Penzias and Wilson reduced their data they found a low, steady, mysterious noise that persisted in their receiver.This mysterious noise was eventually recognized as the radiation predicted by Dicke and his colleagues at Princeton. In 1978, Penzias and Wilson won the Nobel Prize for Physics."
12,14,The Meteorite Manifestation,"Thu, Jan 31, 2019","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Eric Kaplan","Johnny Galecki, Jim Parsons, Kaley Cuoco",Leonard is finally using the laser he bought for himself with university funding in The Grant Allocation Derivation (2018).
12,15,The Donation Oscillation,"Thu, Feb 7, 2019","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco",The reference Sheldon made to the Underdog balloon getting away at Macy's parade was also used as part of a comedy sketch in the first season of 프렌즈 (1994).
12,16,The D & D Vortex,"Thu, Feb 21, 2019","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Eric Kaplan","Johnny Galecki, Jim Parsons, Kaley Cuoco",Joe Manganiello hosts a D&D party for other actors and directors.
12,17,The Conference Valuation,"Thu, Mar 7, 2019","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","Melissa Rauch (Bernadette) and Ben Rauch (Darren, the guy who says ""We get to go home?"" to Penny) are brother and sister in real life."
12,18,The Laureate Accumulation,"Thu, Apr 4, 2019","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, David Goetsch","Johnny Galecki, Jim Parsons, Kaley Cuoco",The last time Sheldon does any form of his old knocking routine.
12,19,The Inspiration Deprivation,"Thu, Apr 18, 2019","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","This is the tenth and final time that ""Soft Kitty"" is sung on this show, and the first time since The Recollection Dissipation (2017). Due to a lawsuit with the estate of the song's original composer, the song was only rarely heard since season 8, but the lawsuit has since been dropped."
12,20,The Decision Reverberation,"Thu, Apr 25, 2019","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Eric Kaplan","Johnny Galecki, Jim Parsons, Kaley Cuoco","The new Avengers movie the gang is going to see is 어벤져스: 엔드게임 (2019), which had been released three days before this episode's broadcast. Bernadette says that she wants to see the movie in 3D because she wants to feel close enough to lick Thor's abs; she will be disappointed, because in the movie, Thor sported a large beer-belly."
12,21,The Plagiarism Schism,"Thu, May 2, 2019","Comedy, Romance",Nikki Lorre,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","This marks the 276th episode of the series, making it the longest-running multi-camera sitcom ever. 치어스 (1982) previously held the title with 275 episodes."
12,22,The Maternal Conclusion,"Thu, May 9, 2019","Comedy, Romance",Kristy Cecil,"Chuck Lorre, Bill Prady, Maria Ferrari","Johnny Galecki, Jim Parsons, Kaley Cuoco","The final appearances of Beverly Hofstadter (Christine Baranski), Denise (Lauren Lapkus), Anu (Rati Gupta), and the Comic Book Store."
12,23,The Change Constant,"Thu, May 16, 2019","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","The ""Previously on the Big Bang Theory"" segment includes clips from throughout the series showing important events or long-running jokes instead of the usual format of including relevant and more recent previous events that relate to the current episode. It begins with Penny meeting Leonard and Sheldon in the pilot. Also included are the weddings of the main characters. Funny elements include the habit of Sheldon to knock three times and the singing of the song Soft Kitty."
12,24,The Stockholm Syndrome,"Thu, May 16, 2019","Comedy, Romance",Mark Cendrowski,"Chuck Lorre, Bill Prady, Steve Holland","Johnny Galecki, Jim Parsons, Kaley Cuoco","During the final scene, Penny is wearing the same top she was wearing when she met Leonard and Sheldon for the first time in the Pilot (2007)."
